시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,보증금(만원),월세금(만원),층,건축년도,시도,구,법정동,산여부,법정동코드,PNU
부산광역시 서구 부민동3가,1-13,0001,0013,풀하우스,전세,25.42,202601,"7,000",0,3,2010,부산광역시,서구,부민동3가,0,2614011100,2614011100000010013
부산광역시 금정구 장전동,31-1,0031,0001,라온빌,월세,13.62,202601,500,35,2,2013,부산광역시,금정구,장전동,0,2641010800,2641010800000310001
부산광역시 부산진구 부암동,114-3,0114,0003,쏠라텔,월세,13.23,202601,200,28,2,2002,부산광역시,부산진구,부암동,0,2623010800,2623010800001140003
부산광역시 서구 부민동3가,77,0077,0000,부민르엘,월세,26.655,202601,200,29,3,2025,부산광역시,서구,부민동3가,0,2614011100,2614011100000770000
부산광역시 부산진구 개금동,171-87,0171,0087,솔리드,월세,17.92,202601,500,37,3,2012,부산광역시,부산진구,개금동,0,2623011100,2623011100001710087
부산광역시 부산진구 개금동,177-128,0177,0128,베스트빌,월세,19.39,202601,"2,000",23,3,2012,부산광역시,부산진구,개금동,0,2623011100,2623011100001770128
부산광역시 부산진구 개금동,168-2,0168,0002,미즈,월세,13.57,202601,500,45,4,2014,부산광역시,부산진구,개금동,0,2623011100,2623011100001680002
부산광역시 부산진구 전포동,347-13,0347,0013,이리나,월세,14.56,202601,"2,000",43,5,2019,부산광역시,부산진구,전포동,0,2623010200,2623010200003470013
부산광역시 부산진구 개금동,177-339,0177,0339,채움빌리지,월세,18.33,202601,"2,000",37,6,2019,부산광역시,부산진구,개금동,0,2623011100,2623011100001770339
부산광역시 금정구 부곡동,64-49,0064,0049,이루마빌,월세,14.96,202601,"2,000",5,3,2013,부산광역시,금정구,부곡동,0,2641010900,2641010900000640049
부산광역시 동래구 명장동,29-19,0029,0019,노블레스,월세,18.12,202601,200,36,3,2014,부산광역시,동래구,명장동,0,2626010100,2626010100000290019
부산광역시 서구 부민동3가,77,0077,0000,부민르엘,월세,23.873,202601,200,27,3,2025,부산광역시,서구,부민동3가,0,2614011100,2614011100000770000
부산광역시 서구 토성동1가,23-2,0023,0002,제우스,월세,15.59,202601,"2,000",12,4,2015,부산광역시,서구,토성동1가,0,2614011200,2614011200000230002
부산광역시 서구 부민동3가,77,0077,0000,부민르엘,전세,23.873,202601,"3,300",0,2,2025,부산광역시,서구,부민동3가,0,2614011100,2614011100000770000
부산광역시 서구 동대신동3가,27-3,0027,0003,더아이파크,월세,17.45,202601,"1,000",36,3,2013,부산광역시,서구,동대신동3가,0,2614010300,2614010300000270003
부산광역시 부산진구 양정동,355-1,0355,0001,에버그린,월세,15.75,202601,500,29,5,2012,부산광역시,부산진구,양정동,0,2623010100,2623010100003550001
부산광역시 해운대구 송정동,180-7,0180,0007,오시리아빌,월세,24.64,202601,500,50,4,2017,부산광역시,해운대구,송정동,0,2635010800,2635010800001800007
부산광역시 사하구 하단동,618-9,0618,0009,스카이빌,월세,17.29,202601,500,30,2,2012,부산광역시,사하구,하단동,0,2638010300,2638010300006180009
부산광역시 사하구 하단동,492-46,0492,0046,린다포레스트1,월세,14.35,202601,"2,800",30,10,2019,부산광역시,사하구,하단동,0,2638010300,2638010300004920046
부산광역시 동래구 온천동,1454-4,1454,0004,스위스빌,월세,15.02,202601,500,28,5,2013,부산광역시,동래구,온천동,0,2626010800,2626010800014540004
부산광역시 부산진구 가야동,632-3,0632,0003,창화에이스빌,월세,17.6,202601,500,29,4,2009,부산광역시,부산진구,가야동,0,2623011000,2623011000006320003
부산광역시 수영구 광안동,75-3,0075,0003,지산골드,월세,19.71,202601,500,45,3,2014,부산광역시,수영구,광안동,0,2650010400,2650010400000750003
부산광역시 수영구 광안동,88-1,0088,0001,흑석사랑채,월세,17.13,202601,300,32,5,2012,부산광역시,수영구,광안동,0,2650010400,2650010400000880001
부산광역시 수영구 광안동,88-1,0088,0001,흑석사랑채,월세,25.525,202601,"1,000",52,3,2012,부산광역시,수영구,광안동,0,2650010400,2650010400000880001
부산광역시 수영구 광안동,124-4,0124,0004,보람하이뷰,전세,24.62,202601,"9,500",0,4,2017,부산광역시,수영구,광안동,0,2650010400,2650010400001240004
부산광역시 연제구 연산동,1492-7,1492,0007,캐슬하우스,월세,23.25,202601,500,33,4,2011,부산광역시,연제구,연산동,0,2647010200,2647010200014920007
부산광역시 수영구 광안동,1055-26,1055,0026,센티움시티엘린5차,월세,24.556,202601,"9,000",15,4,2017,부산광역시,수영구,광안동,0,2650010400,2650010400010550026
부산광역시 수영구 광안동,88-23,0088,0023,피노키오,월세,18.44,202601,"5,000",10,5,2014,부산광역시,수영구,광안동,0,2650010400,2650010400000880023
부산광역시 사상구 덕포동,261,0261,0000,주홍빌,월세,20.07,202601,500,34,3,2015,부산광역시,사상구,덕포동,0,2653010300,2653010300002610000
부산광역시 사상구 주례동,92-251,0092,0251,제이드,월세,28.51,202601,100,24,3,2021,부산광역시,사상구,주례동,0,2653010600,2653010600000920251
부산광역시 사상구 주례동,92-345,0092,0345,GH하우스,월세,18.52,202601,500,42,2,2021,부산광역시,사상구,주례동,0,2653010600,2653010600000920345
부산광역시 수영구 망미동,884-40,0884,0040,지은빌,전세,20.3234,202601,"7,500",0,4,2023,부산광역시,수영구,망미동,0,2650010100,2650010100008840040
부산광역시 수영구 광안동,345-14,0345,0014,광안오션그레이스,월세,14.7975,202601,500,47,3,2021,부산광역시,수영구,광안동,0,2650010400,2650010400003450014
부산광역시 수영구 광안동,128-11,0128,0011,모먼트리,전세,27.62,202601,"16,000",0,4,2020,부산광역시,수영구,광안동,0,2650010400,2650010400001280011
부산광역시 연제구 연산동,867-31,0867,0031,이스타나빌,월세,16.7,202601,"1,000",30,2,2016,부산광역시,연제구,연산동,0,2647010200,2647010200008670031
부산광역시 연제구 연산동,1386-19,1386,0019,엘리트빌2차,월세,14.65,202601,500,35,5,2013,부산광역시,연제구,연산동,0,2647010200,2647010200013860019
부산광역시 수영구 광안동,120-52,0120,0052,보람스퀘어,월세,20.06,202601,"1,000",47,5,2019,부산광역시,수영구,광안동,0,2650010400,2650010400001200052
부산광역시 수영구 남천동,52-24,0052,0024,남천힐,월세,20.01,202601,300,29,2,2010,부산광역시,수영구,남천동,0,2650010500,2650010500000520024
부산광역시 연제구 연산동,646-4,0646,0004,와이지원룸,월세,29.25,202601,500,30,3,2012,부산광역시,연제구,연산동,0,2647010200,2647010200006460004
부산광역시 수영구 광안동,88-24,0088,0024,트라움하우스14차,월세,23.39,202601,"1,000",45,2,2017,부산광역시,수영구,광안동,0,2650010400,2650010400000880024
부산광역시 연제구 거제동,500-55,0500,0055,수림하우스다동,전세,14.42,202601,"5,500",0,4,2020,부산광역시,연제구,거제동,0,2647010100,2647010100005000055
부산광역시 사하구 하단동,500-85,0500,0085,작품하나,월세,17.29,202601,"1,000",42,9,2019,부산광역시,사하구,하단동,0,2638010300,2638010300005000085
부산광역시 금정구 부곡동,295-39,0295,0039,아이콘6차,월세,18.3564,202601,"2,000",45,4,2020,부산광역시,금정구,부곡동,0,2641010900,2641010900002950039
부산광역시 중구 보수동3가,15-8,0015,0008,초코하우스,월세,29.27,202601,200,37,5,2012,부산광역시,중구,보수동3가,0,2611012200,2611012200000150008
부산광역시 남구 대연동,1722-24,1722,0024,현대빌,월세,21.36,202601,500,32,2,2004,부산광역시,남구,대연동,0,2629010600,2629010600017220024
부산광역시 남구 대연동,873-36,0873,0036,비젼펠리스,월세,14.31,202601,500,45,4,2020,부산광역시,남구,대연동,0,2629010600,2629010600008730036
부산광역시 남구 대연동,571-14,0571,0014,썬샤인에코시티7차,월세,12.66,202601,"1,000",47,4,2023,부산광역시,남구,대연동,0,2629010600,2629010600005710014
부산광역시 남구 대연동,1481-7,1481,0007,제이제이Ⅱ,전세,25.18,202601,"12,500",0,2,2020,부산광역시,남구,대연동,0,2629010600,2629010600014810007
부산광역시 남구 대연동,1721-8,1721,0008,행복하우스,월세,16.4475,202601,500,36,4,2013,부산광역시,남구,대연동,0,2629010600,2629010600017210008
부산광역시 남구 대연동,1723-30,1723,0030,빠리지엥,월세,16.366,202601,500,31,3,2013,부산광역시,남구,대연동,0,2629010600,2629010600017230030
부산광역시 남구 대연동,874-17,0874,0017,한샘빌,월세,29.68,202601,200,30,5,2010,부산광역시,남구,대연동,0,2629010600,2629010600008740017
부산광역시 남구 대연동,516,0516,0000,더꿈에그린,월세,14.88,202601,"2,000",39,5,2017,부산광역시,남구,대연동,0,2629010600,2629010600005160000
부산광역시 중구 부평동4가,37-6,0037,0006,로하스,월세,15.77,202601,500,35,5,2014,부산광역시,중구,부평동4가,0,2611012600,2611012600000370006
부산광역시 중구 부평동4가,39-1,0039,0001,에디스,월세,27.3,202601,"1,500",29,7,2013,부산광역시,중구,부평동4가,0,2611012600,2611012600000390001
부산광역시 서구 동대신동1가,320-8,0320,0008,산들애빌,월세,20.97,202601,"1,000",13,3,2013,부산광역시,서구,동대신동1가,0,2614010100,2614010100003200008
부산광역시 부산진구 가야동,456-4,0456,0004,양지빌,월세,18.66,202601,500,26,5,2012,부산광역시,부산진구,가야동,0,2623011000,2623011000004560004
부산광역시 부산진구 가야동,414-9,0414,0009,동원에이스,월세,12.645,202601,"2,000",26,4,2010,부산광역시,부산진구,가야동,0,2623011000,2623011000004140009
부산광역시 동구 좌천동,531-4,0531,0004,오크빌1,월세,21.96,202601,300,37,3,2012,부산광역시,동구,좌천동,0,2617010300,2617010300005310004
부산광역시 남구 대연동,427-34,0427,0034,더원팰리스,월세,17.59,202601,"1,000",60,7,2019,부산광역시,남구,대연동,0,2629010600,2629010600004270034
부산광역시 남구 대연동,571-12,0571,0012,제이펠리스,월세,15.57,202601,"1,000",25,4,2019,부산광역시,남구,대연동,0,2629010600,2629010600005710012
부산광역시 남구 대연동,1725-23,1725,0023,썬샤인8,월세,17.05,202601,250,388,2,2018,부산광역시,남구,대연동,0,2629010600,2629010600017250023
부산광역시 남구 대연동,292-5,0292,0005,드림하우스,월세,13.36,202601,300,36,3,2010,부산광역시,남구,대연동,0,2629010600,2629010600002920005
부산광역시 동래구 온천동,1411-18,1411,0018,강남럭스빌,월세,25.72,202601,500,40,4,2011,부산광역시,동래구,온천동,0,2626010800,2626010800014110018
부산광역시 연제구 거제동,96,0096,0000,드가하우스,월세,18.59,202601,500,30,4,2015,부산광역시,연제구,거제동,0,2647010100,2647010100000960000
부산광역시 서구 암남동,62-23,0062,0023,별빛채,월세,23.82,202601,"3,000",20,1,2013,부산광역시,서구,암남동,0,2614012400,2614012400000620023
부산광역시 금정구 장전동,24-11,0024,0011,아트빌라스,월세,15.32,202601,500,34,2,2013,부산광역시,금정구,장전동,0,2641010800,2641010800000240011
부산광역시 금정구 장전동,413-13,0413,0013,아트타운,월세,22.335,202601,"2,000",40,3,2014,부산광역시,금정구,장전동,0,2641010800,2641010800004130013
부산광역시 금정구 서동,131-32,0131,0032,한누리,월세,28.26,202601,"1,000",60,4,2024,부산광역시,금정구,서동,0,2641011000,2641011000001310032
부산광역시 부산진구 부전동,513-28,0513,0028,성림빌,월세,24.57,202601,200,33,2,2003,부산광역시,부산진구,부전동,0,2623010300,2623010300005130028
부산광역시 부산진구 부전동,408-38,0408,0038,더원펠리스A동,월세,19.48,202601,"2,000",32,5,2011,부산광역시,부산진구,부전동,0,2623010300,2623010300004080038
부산광역시 사하구 괴정동,975-13,0975,0013,라움,월세,19.26,202601,300,31,3,2016,부산광역시,사하구,괴정동,0,2638010100,2638010100009750013
부산광역시 남구 대연동,43-73,0043,0073,세원빌,월세,15.74,202601,300,30,2,2011,부산광역시,남구,대연동,0,2629010600,2629010600000430073
부산광역시 연제구 거제동,38-1,0038,0001,엘리시움,월세,21.31,202601,"2,000",45,2,2024,부산광역시,연제구,거제동,0,2647010100,2647010100000380001
부산광역시 서구 부민동2가,9-2,0009,0002,올리브레지던스,월세,20.121,202601,500,35,9,2012,부산광역시,서구,부민동2가,0,2614011000,2614011000000090002
부산광역시 부산진구 개금동,177-162,0177,0162,신화타워,월세,16.81,202601,"2,000",27,3,2012,부산광역시,부산진구,개금동,0,2623011100,2623011100001770162
부산광역시 부산진구 개금동,631-6,0631,0006,양지코쿤빌25차,월세,15.08,202601,"1,000",30,2,2011,부산광역시,부산진구,개금동,0,2623011100,2623011100006310006
부산광역시 부산진구 개금동,177-124,0177,0124,이룸,월세,13.58,202601,500,25,4,2013,부산광역시,부산진구,개금동,0,2623011100,2623011100001770124
부산광역시 금정구 장전동,391-27,0391,0027,까사Ⅱ,월세,19.22,202601,500,26,1,2002,부산광역시,금정구,장전동,0,2641010800,2641010800003910027
부산광역시 금정구 장전동,233-42,0233,0042,DYvillage,월세,18.02,202601,300,30,3,2013,부산광역시,금정구,장전동,0,2641010800,2641010800002330042
부산광역시 북구 덕천동,451-50,0451,0050,솔드하우스,월세,15.17,202601,300,22,2,2011,부산광역시,북구,덕천동,0,2632010400,2632010400004510050
부산광역시 동구 초량동,287-11,0287,0011,부산프라임빌,월세,12.99,202601,200,40,6,2014,부산광역시,동구,초량동,0,2617010100,2617010100002870011
부산광역시 서구 아미동2가,19-8,0019,0008,골든파크빌원룸,월세,30.0,202601,300,38,3,2002,부산광역시,서구,아미동2가,0,2614011600,2614011600000190008
부산광역시 남구 대연동,1737-1,1737,0001,초원타워,월세,16.02,202601,300,31,3,2011,부산광역시,남구,대연동,0,2629010600,2629010600017370001
부산광역시 남구 대연동,1730-17,1730,0017,솔로몬하우스,월세,15.525,202601,200,27,5,2012,부산광역시,남구,대연동,0,2629010600,2629010600017300017
부산광역시 부산진구 부전동,415-34,0415,0034,누리마을,월세,13.692,202601,500,45,2,2014,부산광역시,부산진구,부전동,0,2623010300,2623010300004150034
부산광역시 북구 덕천동,292-15,0292,0015,원더풀SOHO빌,월세,18.88,202601,300,33,4,2012,부산광역시,북구,덕천동,0,2632010400,2632010400002920015
부산광역시 금정구 장전동,276-19,0276,0019,네버랜드105,월세,14.7,202601,500,36,5,2015,부산광역시,금정구,장전동,0,2641010800,2641010800002760019
부산광역시 금정구 장전동,384-16,0384,0016,(384-16),월세,12.01,202601,"2,000",25,2,2013,부산광역시,금정구,장전동,0,2641010800,2641010800003840016
부산광역시 금정구 장전동,25-37,0025,0037,대영원룸,월세,17.31,202601,300,30,3,2011,부산광역시,금정구,장전동,0,2641010800,2641010800000250037
