시군구,번지,본번,부번,건물명,전월세구분,전용면적(㎡),계약년월,보증금(만원),월세금(만원),층,건축년도,시도,구,법정동
부산광역시 부산진구 개금동,177-279,177,279,펜트힐,월세,15.0675,202603,500,55,14,2023,부산광역시,부산진구,개금동
부산광역시 사하구 장림동,332-19,332,19,파밀리아S,월세,20.1,202603,300,44,5,2013,부산광역시,사하구,장림동
부산광역시 북구 구포동,982-39,982,39,센트빌II,월세,18.43,202603,"1,000",35,3,2013,부산광역시,북구,구포동
부산광역시 해운대구 재송동,1071-23,1071,23,첼리투스,월세,16.47,202603,500,47,6,2020,부산광역시,해운대구,재송동
부산광역시 부산진구 개금동,616-5,616,5,해오름C동,월세,13.16,202603,"2,000",8,4,2012,부산광역시,부산진구,개금동
부산광역시 사하구 괴정동,775-4,775,4,(775-4),월세,28.74,202603,"1,500",34,4,2022,부산광역시,사하구,괴정동
부산광역시 부산진구 가야동,58-6,58,6,해븐빌,월세,23.19,202603,"1,000",23,4,2012,부산광역시,부산진구,가야동
부산광역시 해운대구 중동,1323-3,1323,3,JS타운1,월세,18.2,202603,100,40,4,2012,부산광역시,해운대구,중동
부산광역시 부산진구 양정동,114-2,114,2,로얄캐슬,월세,21.27,202603,500,30,4,2011,부산광역시,부산진구,양정동
부산광역시 부산진구 양정동,313-13,313,13,프라디움,월세,15.67,202603,300,39,2,2017,부산광역시,부산진구,양정동
부산광역시 부산진구 개금동,616-5,616,5,해오름C동,월세,14.7,202603,"1,000",14,3,2012,부산광역시,부산진구,개금동
부산광역시 남구 대연동,1464-7,1464,7,더샵2,월세,14.1865,202603,"2,000",36,3,2021,부산광역시,남구,대연동
부산광역시 남구 대연동,289-23,289,23,라임팰리스,월세,12.935,202603,"5,000",10,5,2021,부산광역시,남구,대연동
부산광역시 북구 덕천동,314-1,314,1,파크오피스텔,월세,16.12,202603,100,35,2,2011,부산광역시,북구,덕천동
부산광역시 북구 덕천동,315-19,315,19,(315-19),월세,17.46,202603,200,29,5,2012,부산광역시,북구,덕천동
부산광역시 부산진구 범천동,841-296,841,296,화승빌,월세,12.81,202603,500,35,5,2013,부산광역시,부산진구,범천동
부산광역시 연제구 거제동,500-51,500,51,수림하우스나동,월세,17.67,202603,"1,500",30,2,2019,부산광역시,연제구,거제동
부산광역시 사하구 하단동,499-39,499,39,승아하우스(499-39),월세,29.1,202603,300,29,4,2002,부산광역시,사하구,하단동
부산광역시 동래구 안락동,446-71,446,71,에덴하우스,전세,24.18,202603,"9,300",0,2,2022,부산광역시,동래구,안락동
부산광역시 서구 동대신동3가,350-6,350,6,한울시너스,월세,12.52,202603,300,32,3,2011,부산광역시,서구,동대신동3가
부산광역시 사상구 주례동,54-104,54,104,해랑,월세,15.9,202603,200,40,4,2012,부산광역시,사상구,주례동
부산광역시 연제구 연산동,1320-16,1320,16,골든뷰,월세,16.16,202603,500,30,3,2012,부산광역시,연제구,연산동
부산광역시 수영구 민락동,146-18,146,18,리치빌,월세,16.43,202603,500,29,4,2010,부산광역시,수영구,민락동
부산광역시 수영구 광안동,702-9,702,9,세영힐스테이,월세,16.34,202603,300,51,3,2020,부산광역시,수영구,광안동
부산광역시 수영구 광안동,536-17,536,17,KDDomus,월세,27.15,202603,"12,000",5,2,2019,부산광역시,수영구,광안동
부산광역시 수영구 광안동,131-24,131,24,한다더포레스트,전세,16.44,202603,"9,600",0,3,2021,부산광역시,수영구,광안동
부산광역시 수영구 광안동,105-21,105,21,케이스카이월드,월세,22.84,202603,"2,800",48,2,2021,부산광역시,수영구,광안동
부산광역시 기장군 기장읍 교리,351-17,351,17,더하우스기장점,월세,22.78,202603,300,31,4,2004,부산광역시,기장군,기장읍
부산광역시 기장군 기장읍 청강리,80-7,80,7,가우디움2,월세,27.4198,202603,"1,000",55,5,2021,부산광역시,기장군,기장읍
부산광역시 사상구 주례동,60-25,60,25,양지파크,월세,29.29,202603,"1,000",50,2,2016,부산광역시,사상구,주례동
부산광역시 연제구 연산동,1320-16,1320,16,골든뷰,월세,19.32,202603,200,37,4,2012,부산광역시,연제구,연산동
부산광역시 연제구 연산동,622-18,622,18,다이안빌,월세,17.075,202603,500,33,3,2013,부산광역시,연제구,연산동
부산광역시 수영구 광안동,88-45,88,45,흑석푸른마을,월세,25.925,202603,"2,000",38,4,2012,부산광역시,수영구,광안동
부산광역시 수영구 광안동,120-270,120,270,송원에이스,전세,16.2,202603,"4,000",0,4,2009,부산광역시,수영구,광안동
부산광역시 수영구 광안동,186-13,186,13,명성빌라트,전세,18.99,202603,"6,500",0,5,2017,부산광역시,수영구,광안동
부산광역시 수영구 광안동,186-13,186,13,명성빌라트,전세,18.99,202603,"6,500",0,5,2017,부산광역시,수영구,광안동
부산광역시 사상구 주례동,74-46,74,46,동이빌,월세,16.5873,202603,"2,000",33,7,2018,부산광역시,사상구,주례동
부산광역시 사상구 주례동,72-3,72,3,휴먼빌,월세,16.02,202603,100,33,7,2003,부산광역시,사상구,주례동
부산광역시 금정구 장전동,385-41,385,41,마망빌,월세,13.17,202603,300,29,3,2015,부산광역시,금정구,장전동
부산광역시 부산진구 부전동,408-3,408,3,스타원룸,월세,15.84,202603,500,31,6,2012,부산광역시,부산진구,부전동
부산광역시 해운대구 재송동,1074-9,1074,9,센텀스위트,월세,25.77,202603,500,40,5,2013,부산광역시,해운대구,재송동
부산광역시 해운대구 재송동,1073-15,1073,15,메트로폴리스15,월세,29.85,202603,"2,000",58,9,2019,부산광역시,해운대구,재송동
부산광역시 금정구 남산동,20-23,20,23,청하빌,월세,29.95,202603,"1,000",40,5,2017,부산광역시,금정구,남산동
부산광역시 서구 동대신동3가,95-3,95,3,메종드Ⅲ,월세,18.65,202603,"1,000",43,3,2018,부산광역시,서구,동대신동3가
부산광역시 부산진구 전포동,306-9,306,9,올리버그린,월세,12.28,202603,300,31,3,2011,부산광역시,부산진구,전포동
부산광역시 사하구 하단동,870-169,870,169,현대캐슬,월세,17.91,202603,200,20,1,2002,부산광역시,사하구,하단동
부산광역시 사하구 하단동,604-3,604,3,가림빌,월세,13.1284,202603,500,35,12,2019,부산광역시,사하구,하단동
부산광역시 남구 대연동,335-8,335,8,오퍼스2,월세,15.17,202603,300,34,2,2011,부산광역시,남구,대연동
부산광역시 남구 대연동,298-10,298,10,아이린9,월세,16.63,202603,300,30,3,2010,부산광역시,남구,대연동
부산광역시 남구 대연동,1747-10,1747,10,비젼하이빌,월세,12.37,202603,500,41,3,2013,부산광역시,남구,대연동
부산광역시 중구 영주동,619-6,619,6,시크빌리지,월세,27.18,202603,"1,000",55,3,2015,부산광역시,중구,영주동
부산광역시 연제구 거제동,894-5,894,5,골드빌,월세,15.99,202603,500,35,3,2011,부산광역시,연제구,거제동
부산광역시 남구 대연동,1555-11,1555,11,글로리아트빌B,월세,14.4,202603,100,22,3,2012,부산광역시,남구,대연동
부산광역시 동래구 온천동,1404-9,1404,9,비스타빌,월세,15.75,202603,"1,000",15,2,2011,부산광역시,동래구,온천동
부산광역시 금정구 장전동,222-71,222,71,(222-71),월세,14.37,202603,500,30,5,2012,부산광역시,금정구,장전동
부산광역시 남구 대연동,639-7,639,7,대연빌,월세,15.84,202603,300,30,2,2001,부산광역시,남구,대연동
부산광역시 남구 대연동,571-13,571,13,썬샤인에코시티6,월세,11.04,202603,"4,000",30,2,2022,부산광역시,남구,대연동
부산광역시 남구 대연동,571-13,571,13,썬샤인에코시티6,월세,10.575,202603,"5,400",20,3,2022,부산광역시,남구,대연동
부산광역시 남구 대연동,571-8,571,8,칼리지빌,월세,18.0,202603,"2,000",28,2,2001,부산광역시,남구,대연동
부산광역시 부산진구 개금동,177-114,177,114,정훈하우스,월세,14.57,202603,"2,000",20,2,2012,부산광역시,부산진구,개금동
부산광역시 남구 대연동,286-8,286,8,센텀뷰2,월세,18.69,202603,"1,000",37,3,2012,부산광역시,남구,대연동
부산광역시 서구 동대신동3가,68-14,68,14,스마트빌,월세,14.39,202603,500,41,4,2017,부산광역시,서구,동대신동3가
부산광역시 서구 동대신동3가,13-23,13,23,에이스빌,월세,17.315,202603,"1,000",35,2,2013,부산광역시,서구,동대신동3가
부산광역시 사하구 괴정동,898-2,898,2,에스피아트룸,월세,24.34,202603,300,33,4,2013,부산광역시,사하구,괴정동
부산광역시 사하구 당리동,350-19,350,19,당리동도무스2,월세,14.4,202603,100,20,2,2002,부산광역시,사하구,당리동
부산광역시 부산진구 전포동,361-5,361,5,골드빌,월세,17.29,202603,500,30,5,2012,부산광역시,부산진구,전포동
부산광역시 서구 서대신동3가,61-8,61,8,트라움하우스,월세,16.59,202603,"3,500",38,2,2019,부산광역시,서구,서대신동3가
부산광역시 수영구 광안동,100-4,100,4,서준빌,월세,12.86,202603,300,24,5,2011,부산광역시,수영구,광안동
부산광역시 수영구 광안동,123-5,123,5,명성하우스,월세,22.28,202603,300,30,3,2009,부산광역시,수영구,광안동
부산광역시 수영구 광안동,702-9,702,9,세영힐스테이,월세,20.83,202603,"2,000",66,5,2020,부산광역시,수영구,광안동
부산광역시 수영구 광안동,120-256,120,256,MarineHouse3,전세,29.915,202603,"10,000",0,2,2018,부산광역시,수영구,광안동
부산광역시 수영구 민락동,218-9,218,9,상운원룸,월세,26.9,202603,300,32,3,2001,부산광역시,수영구,민락동
부산광역시 연제구 연산동,1405-38,1405,38,하이트빌A동,월세,16.28,202603,"1,000",30,3,2012,부산광역시,연제구,연산동
부산광역시 수영구 수영동,470-10,470,10,수영빌라,월세,25.78,202603,200,30,2,1997,부산광역시,수영구,수영동
부산광역시 수영구 광안동,120-52,120,52,보람스퀘어,월세,14.47,202603,500,42,2,2019,부산광역시,수영구,광안동
부산광역시 수영구 광안동,1066-7,1066,7,트라움하우스9차,전세,15.19,202603,"6,000",0,3,2016,부산광역시,수영구,광안동
부산광역시 연제구 연산동,1310-16,1310,16,연제큐브,월세,16.48,202603,500,40,3,2013,부산광역시,연제구,연산동
부산광역시 사상구 괘법동,525-42,525,42,쉐르빌,월세,18.65,202603,"1,000",35,4,2013,부산광역시,사상구,괘법동
부산광역시 사상구 주례동,183-7,183,7,JSsignature,월세,14.8227,202603,500,55,12,2020,부산광역시,사상구,주례동
부산광역시 수영구 광안동,688-11,688,11,센텀라온빌,월세,22.82,202603,"1,000",45,5,2016,부산광역시,수영구,광안동
부산광역시 수영구 광안동,97-5,97,5,태원빌,월세,15.64,202603,300,33,2,2009,부산광역시,수영구,광안동
부산광역시 수영구 수영동,453-9,453,9,세영시티빌,월세,19.52,202603,500,34,5,2012,부산광역시,수영구,수영동
부산광역시 부산진구 개금동,527-88,527,88,그린하우스,월세,17.71,202603,"1,800",22,3,2012,부산광역시,부산진구,개금동
부산광역시 서구 동대신동2가,252-3,252,3,베스트원룸,월세,16.3,202603,500,43,5,2013,부산광역시,서구,동대신동2가
부산광역시 서구 부용동2가,49-2,49,2,신성노블레스R,월세,16.72,202603,200,35,9,2018,부산광역시,서구,부용동2가
부산광역시 부산진구 전포동,363-65,363,65,아르젠빌,월세,15.91,202603,500,29,2,2010,부산광역시,부산진구,전포동
부산광역시 해운대구 재송동,1076-3,1076,3,트윈빌B,월세,18.61,202603,300,34,4,2011,부산광역시,해운대구,재송동
부산광역시 부산진구 전포동,347-15,347,15,친경빌,월세,27.05,202603,"1,000",32,5,2013,부산광역시,부산진구,전포동
부산광역시 북구 덕천동,404-3,404,3,행복빌,월세,18.085,202603,"2,000",38,3,2016,부산광역시,북구,덕천동
부산광역시 남구 대연동,639-29,639,29,금양하이원,월세,19.61,202603,500,33,3,2009,부산광역시,남구,대연동
부산광역시 사하구 하단동,500-49,500,49,에덴밸리,월세,15.51,202603,"2,000",28,10,2020,부산광역시,사하구,하단동
부산광역시 연제구 거제동,676-67,676,67,엘리트빌Ⅳ,월세,20.745,202603,"10,000",10,5,2023,부산광역시,연제구,거제동
부산광역시 동래구 온천동,1441-41,1441,41,동래하이빌,월세,18.395,202603,300,38,3,2013,부산광역시,동래구,온천동
부산광역시 동래구 온천동,1443-10,1443,10,성우해피,월세,22.42,202603,"1,000",47,3,2015,부산광역시,동래구,온천동
부산광역시 연제구 거제동,894-5,894,5,골드빌,월세,15.88,202603,500,34,3,2011,부산광역시,연제구,거제동
부산광역시 부산진구 양정동,254-5,254,5,보성오페라1차,월세,16.41,202603,300,31,3,2012,부산광역시,부산진구,양정동
부산광역시 영도구 동삼동,231-44,231,44,참좋은,월세,14.58,202603,200,30,2,2013,부산광역시,영도구,동삼동
부산광역시 부산진구 부전동,420-9,420,9,더테라,월세,18.2,202603,500,45,5,2011,부산광역시,부산진구,부전동
부산광역시 영도구 봉래동3가,140-2,140,2,동승벨라지오,월세,19.81,202603,500,40,7,2012,부산광역시,영도구,봉래동3가
부산광역시 부산진구 개금동,540-222,540,222,태림빌,월세,21.81,202603,"1,500",30,2,2012,부산광역시,부산진구,개금동
부산광역시 남구 대연동,1721-11,1721,11,성산로즈빌,월세,15.16,202603,500,32,2,2012,부산광역시,남구,대연동
부산광역시 중구 영주동,280-11,280,11,동국쉐르빌,월세,29.64,202603,"8,500",25,1,2022,부산광역시,중구,영주동
부산광역시 동래구 온천동,1380-14,1380,14,더베스아이,월세,15.92,202603,500,33,3,2016,부산광역시,동래구,온천동
부산광역시 해운대구 재송동,1073-3,1073,3,051CENTUM,월세,29.9,202603,"2,000",38,5,2018,부산광역시,해운대구,재송동
부산광역시 부산진구 전포동,355-42,355,42,블루스카이,월세,19.87,202603,300,42,3,2013,부산광역시,부산진구,전포동
부산광역시 동래구 사직동,345-3,345,3,골드캐슬,월세,19.31,202603,500,43,3,2015,부산광역시,동래구,사직동
부산광역시 동래구 온천동,1414-20,1414,20,태성샤인빌,월세,27.59,202603,200,60,3,2017,부산광역시,동래구,온천동
부산광역시 동래구 사직동,64-22,64,22,스테이인사직,전세,18.16,202603,"13,500",0,5,2024,부산광역시,동래구,사직동
부산광역시 부산진구 전포동,201-24,201,24,정원스카이4차,월세,25.95,202603,300,42,5,2012,부산광역시,부산진구,전포동
부산광역시 북구 덕천동,321-2,321,2,(321-2),월세,14.0,202603,"1,000",30,2,2015,부산광역시,북구,덕천동
부산광역시 동래구 안락동,411-7,411,7,오페라,월세,15.326,202603,"2,000",30,5,2022,부산광역시,동래구,안락동
부산광역시 부산진구 양정동,95-25,95,25,영지마을,월세,12.15,202603,"1,900",30,8,2012,부산광역시,부산진구,양정동
부산광역시 사상구 주례동,74-46,74,46,동이빌,월세,16.5873,202603,"1,000",36,8,2018,부산광역시,사상구,주례동
부산광역시 연제구 연산동,711-5,711,5,수목하우스나동,전세,18.24,202603,"5,000",0,2,2015,부산광역시,연제구,연산동
부산광역시 연제구 연산동,1492-7,1492,7,캐슬하우스,월세,17.13,202603,500,28,3,2011,부산광역시,연제구,연산동
부산광역시 연제구 연산동,1310-22,1310,22,유림가온빌,월세,16.47,202603,300,32,5,2012,부산광역시,연제구,연산동
부산광역시 사상구 괘법동,525-13,525,13,타임캐슬,월세,16.2,202603,500,25,3,2014,부산광역시,사상구,괘법동
부산광역시 연제구 연산동,1502-22,1502,22,청목강물처럼,월세,16.41,202603,500,30,2,2013,부산광역시,연제구,연산동
부산광역시 연제구 연산동,1405-25,1405,25,하이트빌B동,월세,16.38,202603,500,40,4,2012,부산광역시,연제구,연산동
부산광역시 연제구 연산동,708-17,708,17,유림그린빌,월세,16.77,202603,300,35,5,2014,부산광역시,연제구,연산동
부산광역시 사상구 주례동,92-40,92,40,태영아너스Ⅱ,월세,14.51,202603,"2,000",30,3,2023,부산광역시,사상구,주례동
부산광역시 연제구 연산동,485-3,485,3,센텀하우스,월세,18.55,202603,500,45,2,2013,부산광역시,연제구,연산동
부산광역시 수영구 광안동,120-147,120,147,화이트하우스2,월세,24.28,202603,"2,000",35,5,2015,부산광역시,수영구,광안동
부산광역시 수영구 광안동,1040-16,1040,16,모르하우스2,월세,18.885,202603,"1,000",40,4,2017,부산광역시,수영구,광안동
부산광역시 수영구 광안동,189-3,189,3,광안비치빌1,월세,18.49,202603,200,14,4,2011,부산광역시,수영구,광안동
부산광역시 수영구 광안동,120-62,120,62,영하우스,전세,22.71,202603,"10,000",0,5,2018,부산광역시,수영구,광안동
부산광역시 수영구 광안동,333-47,333,47,세종엠스테이타운1차,월세,24.13,202603,500,45,3,2017,부산광역시,수영구,광안동
부산광역시 수영구 광안동,112-4,112,4,화이트하우스8차,월세,14.77,202603,500,33,4,2017,부산광역시,수영구,광안동
부산광역시 수영구 광안동,497-2,497,2,태백그린하우스,월세,24.525,202603,"2,000",23,5,2017,부산광역시,수영구,광안동
부산광역시 수영구 광안동,695-3,695,3,스마트빌,월세,19.4,202603,500,34,5,2011,부산광역시,수영구,광안동
부산광역시 연제구 연산동,1255-30,1255,30,영남레미안,월세,17.07,202603,"2,000",38,4,2017,부산광역시,연제구,연산동
부산광역시 연제구 연산동,1405-10,1405,10,유림사랑채,월세,15.54,202603,500,27,3,2013,부산광역시,연제구,연산동
부산광역시 수영구 광안동,1038-15,1038,15,아뜨리움,월세,17.65,202603,500,27,5,2011,부산광역시,수영구,광안동
부산광역시 동래구 온천동,1462-2,1462,2,정문팰리스,월세,27.79,202603,"2,000",53,8,2017,부산광역시,동래구,온천동
부산광역시 북구 덕천동,331-2,331,2,에델리스,전세,15.52,202603,"2,000",0,3,2011,부산광역시,북구,덕천동
부산광역시 서구 동대신동3가,13-23,13,23,에이스빌,월세,17.315,202603,"1,000",36,3,2013,부산광역시,서구,동대신동3가
부산광역시 서구 서대신동3가,293-2,293,2,라온에코그린,월세,20.4,202603,"1,000",31,4,2013,부산광역시,서구,서대신동3가
부산광역시 부산진구 개금동,177-97,177,97,우진,월세,13.095,202603,500,29,2,2013,부산광역시,부산진구,개금동
부산광역시 서구 초장동,42-13,42,13,신화RS,월세,24.5532,202603,"2,300",31,5,2022,부산광역시,서구,초장동
부산광역시 부산진구 양정동,236-3,236,3,제나두,월세,13.86,202603,200,31,6,2012,부산광역시,부산진구,양정동
부산광역시 부산진구 양정동,257-23,257,23,보성오페라블루,월세,26.89,202603,"3,000",26,7,2014,부산광역시,부산진구,양정동
부산광역시 부산진구 양정동,355-45,355,45,가우디움,월세,14.22,202603,200,40,3,2012,부산광역시,부산진구,양정동
부산광역시 남구 대연동,1501-7,1501,7,HI-ONE,전세,17.785,202603,"6,000",0,3,2012,부산광역시,남구,대연동
부산광역시 남구 대연동,1501-4,1501,4,카운티대연,월세,18.32,202603,"2,300",53,4,2022,부산광역시,남구,대연동
부산광역시 남구 대연동,455-28,455,28,디아이하우스,월세,12.15,202603,500,34,4,2013,부산광역시,남구,대연동
부산광역시 서구 동대신동3가,13-23,13,23,에이스빌,월세,17.315,202603,"1,000",36,3,2013,부산광역시,서구,동대신동3가
부산광역시 부산진구 부전동,384-20,384,20,생활공간마누,월세,17.45,202603,300,30,2,2013,부산광역시,부산진구,부전동
부산광역시 부산진구 전포동,662-15,662,15,더휴캐슬마운트,월세,23.24,202603,"1,000",41,4,2013,부산광역시,부산진구,전포동
부산광역시 부산진구 전포동,661-5,661,5,세경골든빌,월세,20.22,202603,500,29,6,2012,부산광역시,부산진구,전포동
부산광역시 부산진구 양정동,144-4,144,4,양정S클래스,월세,16.18,202603,"1,000",37,3,2019,부산광역시,부산진구,양정동
부산광역시 부산진구 전포동,355-42,355,42,블루스카이,월세,14.64,202603,500,40,6,2013,부산광역시,부산진구,전포동
부산광역시 동래구 온천동,1445-6,1445,6,미남빌리지,월세,20.16,202603,500,31,2,2013,부산광역시,동래구,온천동
부산광역시 동래구 온천동,1380-3,1380,3,노블하우스,월세,16.79,202603,200,34,7,2012,부산광역시,동래구,온천동
부산광역시 중구 영주동,63-45,63,45,행복빌,월세,29.86,202603,"1,000",43,5,2015,부산광역시,중구,영주동
부산광역시 서구 동대신동3가,13-20,13,20,골드캐슬,월세,20.22,202603,"1,900",35,5,2011,부산광역시,서구,동대신동3가
부산광역시 해운대구 송정동,180-7,180,7,오시리아빌,월세,22.51,202603,500,50,4,2017,부산광역시,해운대구,송정동
부산광역시 사하구 하단동,513-7,513,7,두산빌리지,월세,21.15,202603,"1,000",30,4,2014,부산광역시,사하구,하단동
부산광역시 서구 부민동3가,1-5,1,5,동화하우스,월세,19.53,202603,500,37,3,2010,부산광역시,서구,부민동3가
부산광역시 서구 서대신동2가,155-3,155,3,대림,월세,19.25,202603,300,31,3,2012,부산광역시,서구,서대신동2가
부산광역시 부산진구 부전동,405-44,405,44,센스빌,월세,17.62,202603,300,30,4,2011,부산광역시,부산진구,부전동
부산광역시 부산진구 전포동,306-5,306,5,스위트원룸,월세,15.73,202603,"2,000",39,2,2016,부산광역시,부산진구,전포동
부산광역시 부산진구 전포동,308-2,308,2,유한빌,월세,13.135,202603,300,31,7,2011,부산광역시,부산진구,전포동
부산광역시 수영구 광안동,379-54,379,54,광안동혜신클라우드K,월세,18.7162,202603,"8,000",12,11,2021,부산광역시,수영구,광안동
부산광역시 사상구 감전동,121-14,121,14,세종에이클래스,월세,20.74,202603,500,50,7,2019,부산광역시,사상구,감전동
부산광역시 수영구 민락동,41-20,41,20,더홈B동,월세,25.62,202603,300,35,2,2012,부산광역시,수영구,민락동
부산광역시 수영구 광안동,345-14,345,14,광안오션그레이스,월세,14.7975,202603,500,47,3,2021,부산광역시,수영구,광안동
부산광역시 수영구 광안동,128-11,128,11,모먼트리,전세,20.94,202603,"13,000",0,3,2020,부산광역시,수영구,광안동
부산광역시 수영구 광안동,177-9,177,9,트라움하우스17차,월세,17.28,202603,500,40,4,2018,부산광역시,수영구,광안동
부산광역시 수영구 광안동,140-4,140,4,부일캐슬,전세,29.765,202603,"12,000",0,4,2014,부산광역시,수영구,광안동
부산광역시 수영구 광안동,122-35,122,35,이스타나빌,전세,21.73,202603,"10,000",0,4,2017,부산광역시,수영구,광안동
부산광역시 수영구 광안동,100-26,100,26,전원티파니빌,월세,16.87,202603,300,40,2,2013,부산광역시,수영구,광안동
부산광역시 수영구 광안동,96-33,96,33,은하수,월세,15.52,202603,300,35,2,2011,부산광역시,수영구,광안동
부산광역시 연제구 연산동,1495-2,1495,2,미래빌,월세,17.87,202603,500,28,3,2013,부산광역시,연제구,연산동
부산광역시 연제구 연산동,1492-7,1492,7,캐슬하우스,월세,22.15,202603,500,32,5,2011,부산광역시,연제구,연산동
부산광역시 수영구 광안동,1064-3,1064,3,건아팰리스,전세,19.6,202603,"6,000",0,3,2019,부산광역시,수영구,광안동
부산광역시 수영구 광안동,333,333,0,세종엠제이드,월세,19.47,202603,"12,000",15,4,2017,부산광역시,수영구,광안동
부산광역시 수영구 광안동,120-52,120,52,보람스퀘어,월세,14.47,202603,"1,000",36,5,2019,부산광역시,수영구,광안동
부산광역시 수영구 남천동,17-12,17,12,그린빌리지,월세,19.58,202603,"1,000",35,4,2013,부산광역시,수영구,남천동
부산광역시 연제구 연산동,711-22,711,22,화이트로하스,월세,21.87,202603,"2,000",42,7,2018,부산광역시,연제구,연산동
부산광역시 기장군 기장읍 동부리,375-16,375,16,경신쉘리빌,월세,27.24,202603,100,20,3,2003,부산광역시,기장군,기장읍
부산광역시 연제구 연산동,1259-10,1259,10,그린하우스,월세,25.5975,202603,500,50,3,2011,부산광역시,연제구,연산동
부산광역시 수영구 광안동,333-47,333,47,세종엠스테이타운1차,월세,28.12,202603,"1,000",60,3,2017,부산광역시,수영구,광안동
부산광역시 수영구 광안동,181-6,181,6,지성에이스,전세,27.65,202603,"9,500",0,4,2010,부산광역시,수영구,광안동
부산광역시 부산진구 가야동,454-55,454,55,고은빌,월세,13.42,202603,300,30,5,2013,부산광역시,부산진구,가야동
부산광역시 남구 대연동,870-17,870,17,골든파크,월세,12.81,202603,200,35,5,2011,부산광역시,남구,대연동
부산광역시 남구 대연동,21-2,21,2,보리원룸,월세,20.36,202603,500,32,5,2011,부산광역시,남구,대연동
부산광역시 남구 대연동,571-13,571,13,썬샤인에코시티6,월세,10.59,202603,"5,000",20,5,2022,부산광역시,남구,대연동
부산광역시 사하구 당리동,341-7,341,7,한영OT,전세,12.03,202603,"6,000",0,5,2020,부산광역시,사하구,당리동
부산광역시 부산진구 부전동,408-3,408,3,스타원룸,월세,15.84,202603,300,32,5,2012,부산광역시,부산진구,부전동
부산광역시 부산진구 양정동,156-11,156,11,케이하우스,월세,17.08,202603,500,31,2,2015,부산광역시,부산진구,양정동
부산광역시 연제구 거제동,1177-12,1177,12,다옴펠릭스,월세,25.01,202603,"3,000",42,3,2020,부산광역시,연제구,거제동
부산광역시 부산진구 양정동,254-5,254,5,보성오페라1차,전세,16.55,202603,"5,000",0,5,2012,부산광역시,부산진구,양정동
부산광역시 부산진구 가야동,454-55,454,55,고은빌,월세,14.61,202603,300,30,5,2013,부산광역시,부산진구,가야동
부산광역시 부산진구 개금동,177-91,177,91,쁘띠메종,월세,16.65,202603,300,30,4,2012,부산광역시,부산진구,개금동
부산광역시 해운대구 중동,918,918,0,유정원룸아파트,월세,23.415,202603,500,43,2,2012,부산광역시,해운대구,중동
부산광역시 부산진구 전포동,555-1,555,1,힐링하우스,월세,18.83,202603,"3,000",30,9,2020,부산광역시,부산진구,전포동
부산광역시 부산진구 전포동,355-10,355,10,영원렉스빌,월세,16.56,202603,"1,000",34,4,2013,부산광역시,부산진구,전포동
부산광역시 부산진구 전포동,355-10,355,10,영원렉스빌,월세,16.56,202603,"1,000",37,4,2013,부산광역시,부산진구,전포동
부산광역시 해운대구 중동,1488-8,1488,8,씨프라자,월세,29.46,202603,300,33,4,1999,부산광역시,해운대구,중동
부산광역시 동래구 온천동,1430-9,1430,9,블루아빌,월세,17.12,202603,500,30,2,2011,부산광역시,동래구,온천동
부산광역시 동래구 온천동,1410-49,1410,49,듀크1,월세,16.11,202603,500,42,3,2014,부산광역시,동래구,온천동
부산광역시 해운대구 재송동,1076-3,1076,3,트윈빌B,월세,29.79,202603,500,46,3,2011,부산광역시,해운대구,재송동
부산광역시 연제구 거제동,1177-12,1177,12,다옴펠릭스,월세,23.35,202603,"2,800",45,5,2020,부산광역시,연제구,거제동
부산광역시 사하구 하단동,604-8,604,8,베스트홈,월세,18.5133,202603,"6,800",15,11,2019,부산광역시,사하구,하단동
부산광역시 중구 영주동,635-3,635,3,라온에코블루,월세,21.74,202603,500,25,2,2013,부산광역시,중구,영주동
부산광역시 사하구 하단동,497-10,497,10,동남빌,전세,14.19,202603,"6,000",0,5,2020,부산광역시,사하구,하단동
부산광역시 사하구 하단동,515-15,515,15,티파니,월세,15.48,202603,"1,000",32,2,2015,부산광역시,사하구,하단동
부산광역시 사하구 하단동,487-37,487,37,금색빌,월세,29.19,202603,"6,000",10,5,2013,부산광역시,사하구,하단동
부산광역시 남구 대연동,1726-7,1726,7,이브빌,월세,18.88,202603,"1,000",24,3,2011,부산광역시,남구,대연동
부산광역시 남구 대연동,987-86,987,86,산호빌,월세,19.65,202603,500,30,3,2011,부산광역시,남구,대연동
부산광역시 남구 대연동,1479-17,1479,17,오케이네스트,월세,16.94,202603,"2,000",31,5,2018,부산광역시,남구,대연동
부산광역시 남구 용당동,568-7,568,7,그린빌,월세,13.79,202603,200,18,3,2002,부산광역시,남구,용당동
부산광역시 남구 용호동,406-3,406,3,이너스빌,전세,16.04,202603,"3,000",0,3,2012,부산광역시,남구,용호동
부산광역시 동래구 온천동,1431-1,1431,1,더존하우스,월세,19.39,202603,300,40,3,2011,부산광역시,동래구,온천동
부산광역시 사하구 당리동,317-55,317,55,진영프라임엠,월세,17.29,202603,500,39,3,2018,부산광역시,사하구,당리동
부산광역시 남구 대연동,1756-19,1756,19,센텀에이스,월세,19.83,202603,"5,000",17,4,2018,부산광역시,남구,대연동
부산광역시 남구 대연동,30-10,30,10,선라이즈,월세,20.36,202603,"2,000",46,3,2012,부산광역시,남구,대연동
